order_item_id,order_id,product_id,quantity,discount_pct,item_price
2343,3341,50,1,0.2,13.27
2344,3490,21,2,0.0,6.33
2345,1939,40,4,0.0,7.27
2346,137,29,1,0.1,6.88
2347,3233,14,4,0.05,8.1
2348,2221,8,4,0.1,7.56
2349,1154,30,4,0.1,8.85
2350,4175,22,1,0.05,12.72
2351,979,23,2,0.0,6.38
2352,569,40,4,0.15,6.66
2353,2911,13,1,0.2,11.08
2354,2411,28,1,0.15,10.68
2355,3407,30,3,0.2,10.27
2356,134,5,3,0.05,10.64
2357,2062,10,3,0.05,12.68
2358,4379,39,2,0.1,11.19
2359,2854,9,2,0.05,10.11
2360,3731,14,2,0.2,6.74
2361,3493,38,2,0.15,14.77
2362,127,10,4,0.15,8.15
2363,1796,33,1,0.15,13.82
2364,1850,11,1,0.15,9.41
2365,4314,40,3,0.1,12.16
2366,3977,6,1,0.15,10.09
2367,4841,17,2,0.2,9.19
2368,2728,36,1,0.1,11.53
2369,3727,6,4,0.1,10.82
2370,3561,47,4,0.1,8.09
2371,260,10,3,0.05,9.03
2372,1242,49,2,0.1,6.31
2373,1844,42,1,0.2,7.74
2374,1513,5,3,0.15,9.02
2375,4195,19,1,0.05,14.75
2376,4278,7,3,0.15,10.74
2377,2217,24,3,0.0,12.31
2378,2281,42,4,0.05,12.06
2379,956,19,4,0.2,14.83
2380,4568,11,4,0.05,11.0
2381,1109,3,3,0.1,11.27
2382,4775,30,4,0.05,8.7
2383,1543,43,4,0.1,11.64
2384,381,38,2,0.15,12.82
2385,1256,6,1,0.05,6.93
2386,2299,47,1,0.05,10.32
2387,2241,35,2,0.2,9.8
2388,1659,22,2,0.0,7.02
2389,2985,11,4,0.05,9.07
2390,2649,8,4,0.15,10.82
2391,3959,27,1,0.1,11.85
2392,3372,29,2,0.15,8.6
2393,3430,8,2,0.2,10.29
2394,1581,23,4,0.05,12.61
2395,4861,29,1,0.0,9.8
2396,2933,16,3,0.0,14.47
2397,1587,35,2,0.05,6.28
2398,2113,8,1,0.0,8.34
2399,3638,8,1,0.15,7.2
2400,4562,45,1,0.1,10.87
2401,4984,33,2,0.05,7.6
2402,2522,42,3,0.1,12.68
2403,3752,5,4,0.0,14.27
2404,2703,37,3,0.2,7.86
2405,19,17,1,0.1,14.16
2406,2570,22,2,0.2,11.69
2407,784,14,2,0.15,7.77
2408,1707,38,3,0.2,12.63
2409,415,32,3,0.1,6.82
2410,364,14,2,0.1,12.23
2411,2576,44,3,0.05,13.75
2412,1104,20,4,0.2,14.55
2413,4892,22,4,0.15,6.49
2414,1172,30,4,0.05,6.56
2415,1699,33,1,0.05,14.37
2416,443,5,3,0.15,13.11
2417,3944,18,2,0.05,12.97
2418,4746,46,1,0.15,12.68
2419,4605,7,2,0.0,12.46
2420,4562,29,3,0.05,11.52
2421,2413,47,3,0.1,13.31
2422,2590,9,1,0.0,6.31
2423,1840,47,1,0.05,12.66
2424,1504,48,4,0.15,11.25
2425,723,41,1,0.0,14.17
2426,842,7,4,0.0,14.43
2427,2348,7,1,0.1,8.17
2428,2222,49,4,0.05,13.11
2429,646,43,3,0.05,14.61
2430,24,6,2,0.15,8.4
2431,3273,46,3,0.0,13.66
2432,4827,47,4,0.1,11.28
2433,7,40,3,0.15,9.55
2434,3702,27,1,0.15,13.41
2435,3233,4,1,0.1,13.83
2436,2926,1,2,0.05,8.54
2437,1272,6,2,0.1,13.15
2438,4262,31,3,0.05,6.45
2439,4524,1,2,0.2,9.76
2440,2193,5,1,0.0,6.63
2441,2557,19,1,0.1,8.64
2442,2955,5,1,0.15,14.55
2443,1600,5,4,0.05,12.61
2444,1667,49,4,0.0,12.8
2445,4920,31,3,0.0,7.21
2446,1062,44,4,0.1,11.21
2447,4662,7,2,0.15,9.5
2448,3802,15,1,0.1,12.61
2449,1164,13,3,0.15,7.41
2450,3880,12,4,0.2,8.54
2451,1282,19,3,0.1,14.09
2452,2665,13,3,0.05,7.53
2453,2896,27,2,0.1,11.69
2454,1209,38,2,0.1,8.84
2455,303,33,2,0.2,6.74
2456,756,6,3,0.2,8.01
2457,4260,13,3,0.1,13.82
2458,1227,13,2,0.15,14.19
2459,1234,13,4,0.2,9.78
2460,3518,20,1,0.2,11.59
2461,898,36,2,0.15,10.68
2462,4879,37,4,0.0,8.52
2463,3311,45,3,0.2,9.1
2464,4823,9,3,0.2,10.74
2465,3363,17,4,0.15,12.26
2466,2420,35,4,0.15,9.15
2467,2910,18,3,0.1,12.29
2468,1455,25,3,0.1,14.65
2469,2328,15,3,0.0,6.22
2470,2364,23,3,0.0,7.47
2471,2013,1,2,0.0,14.25
2472,1101,41,3,0.05,6.64
2473,816,38,3,0.15,12.89
2474,4247,18,4,0.2,11.62
2475,1321,1,4,0.15,6.43
2476,4765,39,4,0.15,6.01
2477,4503,10,3,0.0,10.52
2478,2335,31,4,0.15,7.06
2479,4588,38,3,0.05,13.85
2480,1033,7,3,0.2,10.33
2481,1156,38,4,0.0,8.11
2482,1101,8,1,0.1,7.51
2483,2786,34,2,0.2,13.52
2484,997,9,2,0.1,12.47
2485,1436,25,1,0.1,12.46
2486,2546,27,1,0.15,6.77
2487,3701,41,3,0.2,11.62
2488,4985,7,4,0.05,13.83
2489,354,32,2,0.15,12.89
2490,2319,9,2,0.1,7.06
2491,4528,17,1,0.2,14.54
2492,739,35,4,0.15,6.63
2493,2520,48,2,0.2,11.01
2494,4604,16,2,0.0,14.51
2495,55,2,3,0.05,13.4
2496,2085,43,3,0.05,12.13
2497,900,31,3,0.05,13.71
2498,2103,16,2,0.1,12.06
2499,524,47,2,0.1,6.49
2500,463,33,3,0.05,9.16
2501,4793,21,3,0.2,9.84
2502,1502,17,4,0.0,10.92
2503,3877,35,2,0.1,8.07
2504,716,7,2,0.15,13.93
2505,3298,29,1,0.15,8.06
2506,2780,11,3,0.1,11.92
2507,3612,30,3,0.05,13.89
2508,989,18,3,0.2,12.6
2509,1829,46,2,0.0,7.22
2510,212,16,4,0.15,14.56
2511,3147,6,2,0.1,6.83
2512,754,2,1,0.2,7.8
2513,3751,43,1,0.05,7.25
2514,3690,43,4,0.0,12.0
2515,3223,10,3,0.0,13.27
2516,436,4,1,0.15,8.14
2517,1902,49,2,0.15,14.81
2518,4180,10,1,0.1,7.25
2519,1236,9,1,0.0,8.84
2520,779,45,4,0.05,10.41
2521,4930,43,4,0.05,13.28
2522,3853,42,2,0.1,9.39
2523,1961,24,3,0.0,7.62
2524,4273,5,4,0.15,10.18
2525,1807,35,4,0.05,10.29
2526,3231,4,3,0.2,6.15
2527,1725,35,1,0.1,6.19
2528,186,42,2,0.05,8.5
2529,1495,13,2,0.2,12.67
2530,1980,37,1,0.2,9.29
2531,4054,32,3,0.05,7.9
2532,246,45,3,0.1,7.02
2533,4048,1,4,0.2,8.52
2534,384,11,3,0.2,10.33
2535,285,26,2,0.0,6.84
2536,3995,3,2,0.0,6.13
2537,300,49,2,0.0,7.15
2538,901,13,3,0.2,12.64
2539,1460,32,1,0.2,10.2
2540,2922,48,2,0.1,10.01
2541,2534,50,2,0.15,6.18
2542,806,23,1,0.0,12.4
2543,2229,23,4,0.15,7.82
2544,1922,30,3,0.0,6.82
2545,4973,6,2,0.0,13.58
2546,4790,7,3,0.1,10.37
2547,2388,47,2,0.1,12.74
2548,2539,30,2,0.05,13.4
2549,1997,37,4,0.0,14.68
2550,4826,48,1,0.0,11.61
2551,2504,32,1,0.0,6.61
2552,105,6,1,0.1,11.02
2553,439,35,4,0.0,10.59
2554,1522,32,4,0.05,6.52
2555,1352,12,1,0.2,8.76
2556,2699,4,3,0.05,9.71
2557,3613,32,3,0.2,7.45
2558,509,35,4,0.1,6.08
2559,4347,48,3,0.15,12.81
2560,4975,16,1,0.1,13.66
2561,1275,15,2,0.15,8.06
2562,2823,41,3,0.2,6.03
2563,64,2,1,0.15,14.01
2564,3922,6,1,0.2,7.21
2565,4416,14,1,0.15,9.63
2566,860,41,3,0.2,9.29
2567,2828,29,2,0.15,7.48
2568,1548,42,3,0.2,11.39
2569,2077,26,1,0.05,14.27
2570,437,18,1,0.0,10.62
2571,3658,47,1,0.05,14.76
2572,763,4,4,0.1,7.72
2573,736,37,3,0.15,13.64
2574,3665,38,2,0.2,8.31
2575,4095,25,3,0.05,8.25
2576,4729,47,1,0.05,7.06
2577,1579,29,1,0.2,13.77
2578,3730,34,4,0.15,12.53
2579,1077,16,1,0.1,9.07
2580,2281,37,3,0.1,9.14
2581,1831,30,3,0.1,13.6
2582,1899,23,3,0.2,14.35
2583,4296,36,1,0.05,11.42
2584,674,28,4,0.1,9.66
2585,549,1,3,0.05,6.48
2586,937,8,2,0.1,7.14
2587,4145,42,2,0.1,7.28
2588,896,15,2,0.15,8.49
2589,2570,34,3,0.2,8.31
2590,2088,19,4,0.15,10.89
2591,914,44,1,0.05,14.5
2592,1177,30,4,0.05,13.75
2593,4772,10,1,0.2,10.58
2594,4866,44,1,0.1,6.16
2595,4307,27,1,0.2,6.62
2596,3274,20,1,0.1,13.74
2597,4243,25,3,0.0,8.55
2598,1523,9,2,0.0,8.86
2599,2803,40,3,0.2,7.26
2600,3123,34,4,0.0,8.01
2601,4591,21,1,0.0,8.22
2602,2457,24,3,0.05,9.71
2603,1650,7,3,0.1,11.61
2604,2321,4,3,0.0,9.18
2605,2506,8,1,0.15,10.05
2606,1144,13,1,0.05,7.64
2607,3773,21,1,0.1,6.51
2608,46,35,3,0.05,9.13
2609,3315,5,3,0.15,6.56
2610,4407,8,4,0.1,8.7
2611,2610,2,2,0.2,13.54
2612,4427,24,2,0.2,9.3
2613,4107,42,1,0.05,7.74
2614,3120,16,2,0.2,14.12
2615,1401,4,1,0.1,11.75
2616,1592,30,1,0.15,14.89
2617,8,46,3,0.15,8.7
2618,984,30,2,0.2,7.8
2619,3598,35,4,0.0,8.68
2620,1751,42,1,0.0,13.31
2621,3512,13,1,0.0,7.36
2622,3829,37,4,0.2,8.17
2623,566,49,2,0.2,12.31
2624,2321,49,4,0.2,12.64
2625,901,11,2,0.1,14.63
2626,2179,19,2,0.0,14.82
2627,3593,18,2,0.05,11.97
2628,2772,17,2,0.1,9.27
2629,114,11,2,0.1,10.08
2630,532,15,2,0.2,9.95
2631,1523,8,1,0.2,9.49
2632,3411,44,3,0.1,9.04
2633,1045,29,1,0.2,7.51
2634,33,17,1,0.0,9.3
2635,133,26,4,0.1,14.72
2636,2968,5,3,0.1,13.94
2637,1727,4,3,0.1,11.56
2638,26,24,3,0.2,7.74
2639,2649,11,2,0.1,13.91
2640,4641,30,2,0.05,8.81
2641,1262,40,2,0.05,10.91
2642,2066,48,1,0.0,14.21
2643,3346,48,3,0.1,9.01
2644,934,35,3,0.1,14.22
2645,1051,44,1,0.2,8.12
2646,817,45,2,0.15,14.36
2647,4204,33,4,0.15,9.23
2648,738,36,3,0.1,9.37
2649,2915,21,1,0.0,10.98
2650,3603,38,2,0.05,9.12
2651,793,5,1,0.1,10.05
2652,3176,5,4,0.1,10.51
2653,1356,21,4,0.0,10.42
2654,1386,25,2,0.0,14.65
2655,3993,10,1,0.15,8.54
2656,4385,19,2,0.1,8.56
2657,1061,32,1,0.1,13.54
2658,1372,18,1,0.2,9.53
2659,4139,34,4,0.05,6.66
2660,1150,48,1,0.2,10.33
2661,3203,15,1,0.2,10.95
2662,3354,24,4,0.05,11.56
2663,2943,5,3,0.1,8.12
2664,4629,32,3,0.15,14.76
2665,3449,9,3,0.05,12.63
2666,3048,5,3,0.0,12.48
2667,2711,5,1,0.1,13.86
2668,1501,41,3,0.05,6.24
2669,69,41,3,0.05,11.52
2670,1867,34,1,0.05,13.36
2671,1949,7,3,0.15,6.31
2672,3902,26,3,0.2,12.81
2673,3509,1,2,0.2,14.91
2674,301,34,3,0.05,11.34
2675,4123,26,2,0.05,9.82
2676,2978,32,3,0.2,10.08
2677,2601,12,1,0.15,12.12
2678,2154,6,3,0.1,11.13
2679,4682,20,4,0.2,13.09
2680,4906,19,1,0.05,9.79
2681,4730,16,3,0.15,9.76
2682,4019,4,3,0.15,12.71
2683,3083,32,1,0.05,11.81
2684,4755,18,4,0.0,13.0
2685,1240,5,1,0.15,13.98
2686,2934,50,4,0.2,8.37
2687,2369,6,1,0.0,8.84
2688,460,14,1,0.1,10.74
2689,4029,49,2,0.2,14.37
2690,2627,18,2,0.05,13.51
2691,3764,10,1,0.0,10.22
2692,2802,23,2,0.2,11.16
2693,4256,18,3,0.15,12.41
2694,464,4,3,0.05,10.7
2695,998,32,3,0.0,6.89
2696,3007,47,2,0.15,9.17
2697,1679,6,2,0.05,6.43
2698,865,26,3,0.05,12.03
2699,1191,6,1,0.0,9.03
2700,2698,35,3,0.0,12.65
2701,2375,41,2,0.0,9.87
2702,865,43,4,0.2,6.41
2703,2577,5,3,0.05,9.42
2704,3916,14,3,0.1,7.97
2705,2927,2,2,0.15,7.93
2706,4430,40,2,0.0,9.4
2707,2398,13,2,0.05,14.8
2708,2222,5,2,0.15,14.64
2709,1783,47,3,0.1,13.23
2710,3999,36,2,0.15,8.21
2711,2804,36,4,0.1,12.88
2712,4168,50,1,0.0,6.14
2713,4548,19,2,0.2,6.51
2714,2959,20,2,0.1,13.52
2715,1779,22,3,0.0,11.08
2716,826,31,1,0.15,9.36
2717,3662,41,1,0.15,12.66
2718,3370,47,1,0.15,7.03
2719,3096,44,2,0.2,8.58
2720,2158,4,3,0.05,12.55
2721,52,3,3,0.1,7.86
2722,3362,37,2,0.05,11.41
2723,3516,25,1,0.15,10.03
2724,4563,49,1,0.2,7.82
2725,3331,37,3,0.0,14.0
2726,1675,4,4,0.2,9.92
2727,2866,39,2,0.05,11.39
2728,1362,7,4,0.15,8.28
2729,787,7,4,0.1,9.12
2730,556,49,1,0.2,6.44
2731,2040,25,4,0.05,10.35
2732,1763,15,2,0.05,9.1
2733,2113,7,3,0.0,8.96
2734,2211,47,2,0.1,14.01
2735,1702,4,2,0.05,12.33
2736,2087,34,2,0.1,10.12
2737,2713,45,2,0.15,7.76
2738,2408,44,4,0.2,14.76
2739,2317,42,1,0.05,6.67
2740,1611,19,3,0.15,7.22
2741,4353,47,1,0.0,8.43
2742,4706,49,4,0.1,14.59
2743,1128,38,1,0.15,8.51
2744,905,27,1,0.1,10.42
2745,164,5,4,0.1,12.85
2746,1137,13,1,0.05,14.36
2747,4711,46,3,0.1,11.45
2748,2026,14,4,0.15,9.46
2749,106,30,3,0.0,14.87
2750,4795,47,1,0.05,6.24
2751,4460,48,2,0.2,13.49
2752,3093,10,2,0.0,8.5
2753,2022,32,4,0.15,13.36
2754,1153,1,2,0.05,7.46
2755,699,24,2,0.1,9.12
2756,3868,29,2,0.0,6.5
2757,3271,43,4,0.05,7.8
2758,747,7,3,0.2,11.43
2759,961,31,2,0.2,12.85
2760,3492,17,4,0.2,14.2
2761,3298,30,3,0.05,7.08
2762,2978,25,4,0.0,7.27
2763,209,28,2,0.1,14.45
2764,3317,36,2,0.0,12.89
2765,1892,7,1,0.1,10.86
2766,1177,35,1,0.0,10.29
2767,3507,20,1,0.0,7.42
2768,2040,14,3,0.05,9.41
2769,3290,50,4,0.2,9.35
2770,1453,50,3,0.2,11.84
2771,4762,30,1,0.2,11.39
2772,3861,1,1,0.2,6.54
2773,1618,38,2,0.0,13.64
2774,435,41,3,0.2,14.44
2775,2328,25,2,0.0,13.02
2776,1647,34,2,0.1,7.61
2777,3164,8,4,0.15,7.55
2778,4763,20,1,0.15,12.54
2779,1441,30,2,0.1,9.97
2780,4444,4,2,0.0,13.01
2781,4861,21,1,0.2,6.68
2782,934,27,1,0.05,12.45
2783,4279,10,4,0.0,9.82
2784,2556,23,4,0.0,6.28
2785,1147,33,2,0.1,10.91
2786,3997,11,2,0.1,12.29
2787,381,41,2,0.05,10.75
2788,825,19,3,0.2,7.11
2789,1539,11,4,0.15,13.34
2790,3376,4,2,0.2,8.85
2791,1638,23,1,0.2,14.29
2792,4288,5,4,0.0,14.16
2793,525,49,4,0.05,7.8
2794,3108,50,2,0.0,10.29
2795,1094,5,3,0.1,7.24
2796,105,18,2,0.15,12.1
2797,1740,17,3,0.05,13.67
2798,2361,3,3,0.05,11.84
2799,3127,43,1,0.2,8.34
2800,1677,49,2,0.0,6.69
2801,2355,8,3,0.2,6.62
2802,4917,40,4,0.2,11.5
2803,4132,23,2,0.05,14.58
2804,2935,23,3,0.15,12.26
2805,1873,2,4,0.1,12.58
2806,1043,39,1,0.2,8.96
2807,3435,21,1,0.15,11.27
2808,1442,24,2,0.2,8.85
2809,1846,38,2,0.15,14.11
2810,3502,20,2,0.0,7.19
2811,1542,50,2,0.1,11.69
2812,467,39,2,0.05,12.58
2813,2945,50,3,0.0,12.29
2814,4295,27,4,0.2,8.32
2815,1592,44,2,0.2,10.37
2816,2816,39,4,0.1,11.97
2817,4073,7,3,0.1,14.38
2818,3573,33,3,0.1,10.5
2819,4337,29,3,0.2,8.7
2820,1194,10,2,0.2,9.48
2821,294,10,1,0.05,10.87
2822,922,12,1,0.1,14.79
2823,1339,3,2,0.15,11.65
2824,3199,3,2,0.05,7.39
2825,4564,13,2,0.15,13.59
2826,2415,45,3,0.0,7.63
2827,4854,31,1,0.1,6.35
2828,3476,27,1,0.05,6.9
2829,1542,6,4,0.05,13.08
2830,2499,27,4,0.0,14.12
2831,908,35,1,0.0,8.41
2832,2494,47,1,0.0,10.48
2833,2128,9,3,0.05,11.38
2834,3089,6,4,0.2,9.77
2835,4648,6,2,0.15,6.59
2836,3991,40,3,0.15,6.51
2837,3752,26,4,0.0,9.96
2838,2098,43,2,0.2,13.18
2839,3175,19,2,0.2,6.76
2840,388,16,1,0.0,7.85
2841,299,41,1,0.1,8.43
2842,4435,23,2,0.05,11.03
2843,3461,11,2,0.1,6.39
2844,4062,16,1,0.2,13.74
2845,474,29,1,0.0,10.24
2846,4712,38,1,0.05,10.37
2847,4888,49,1,0.15,8.94
2848,3214,48,4,0.2,7.91
2849,4109,20,1,0.05,9.27
2850,449,21,3,0.05,14.22
2851,2222,28,3,0.1,6.85
2852,1983,50,3,0.15,6.55
2853,3612,33,1,0.1,7.03
2854,2643,50,2,0.1,12.99
2855,1921,40,2,0.1,6.44
2856,2317,26,4,0.1,9.0
2857,1275,10,1,0.2,9.82
2858,4869,34,3,0.15,10.56
2859,1616,9,2,0.1,6.03
2860,4984,36,1,0.2,10.38
2861,3619,11,3,0.2,7.75
2862,2307,10,3,0.05,6.88
2863,260,46,3,0.05,10.8
2864,3207,7,3,0.0,12.7
2865,1513,38,3,0.2,14.41
2866,4739,16,4,0.0,14.21
2867,2129,26,3,0.2,9.59
2868,3439,32,4,0.1,12.34
2869,2177,31,3,0.1,12.26
2870,4508,32,3,0.0,9.71
2871,3509,45,3,0.1,6.88
2872,4711,12,3,0.1,9.44
2873,4995,27,4,0.05,14.93
2874,3081,22,1,0.1,11.0
2875,232,15,2,0.05,9.07
2876,730,8,4,0.15,12.69
2877,3013,4,4,0.2,12.18
2878,2930,8,4,0.05,11.21
2879,318,23,1,0.05,11.74
2880,1531,16,2,0.05,11.26
2881,1111,48,1,0.2,14.61
2882,716,34,2,0.2,10.58
2883,1342,22,2,0.2,11.31
2884,3405,49,2,0.1,10.24
2885,3313,23,1,0.05,11.4
2886,3121,5,2,0.2,14.02
2887,3088,37,3,0.15,9.06
2888,202,44,4,0.2,10.46
2889,2141,7,2,0.0,10.04
2890,1673,37,4,0.0,9.58
2891,1057,26,1,0.05,13.39
2892,3672,28,1,0.05,8.09
2893,419,4,3,0.05,10.5
2894,2599,49,2,0.1,14.32
2895,626,32,4,0.0,7.45
2896,4941,38,4,0.0,6.04
2897,3831,46,4,0.05,8.39
2898,1879,9,1,0.0,14.3
2899,1945,36,2,0.0,6.79
2900,2930,26,3,0.1,7.23
2901,2768,11,3,0.15,8.88
2902,3384,20,1,0.05,12.93
2903,3541,48,2,0.15,12.76
2904,394,48,3,0.15,6.78
2905,2857,48,3,0.1,14.4
2906,2920,38,1,0.0,8.15
2907,2619,15,4,0.05,8.53
2908,632,35,3,0.2,9.48
2909,2857,9,1,0.15,11.71
2910,322,33,3,0.15,10.69
2911,3507,11,3,0.1,14.36
2912,4670,22,1,0.15,11.08
2913,1694,6,1,0.15,13.71
2914,1064,37,2,0.15,6.7
2915,3112,50,3,0.1,13.7
2916,1477,21,4,0.0,7.78
2917,2918,12,4,0.15,9.26
2918,3262,7,2,0.05,8.88
2919,2794,2,2,0.15,9.04
2920,3087,39,1,0.15,14.27
2921,3812,41,4,0.05,9.97
2922,3971,24,3,0.1,8.41
2923,3352,26,1,0.2,8.65
2924,959,25,3,0.05,13.23
2925,4144,20,4,0.2,10.85
2926,1583,40,1,0.0,10.05
2927,3177,41,3,0.0,14.34
2928,2417,42,2,0.15,14.37
2929,460,44,3,0.15,12.81
2930,2295,2,3,0.1,10.66
2931,2312,42,1,0.2,7.05
2932,1230,35,4,0.0,12.37
2933,1531,33,3,0.0,13.34
2934,4626,17,3,0.15,13.67
2935,1388,22,3,0.15,11.24
2936,2798,1,3,0.1,11.55
2937,1364,37,2,0.15,12.38
2938,4503,30,4,0.15,13.87
2939,453,46,4,0.1,6.41
2940,3905,6,1,0.15,11.07
2941,4910,41,3,0.15,9.32
2942,578,14,1,0.15,13.5
2943,3920,36,2,0.2,7.2
2944,3013,33,2,0.0,14.19
2945,3265,38,3,0.05,7.12
2946,1932,39,1,0.0,6.8
2947,4243,6,1,0.2,9.12
2948,4502,26,4,0.05,14.95
2949,183,24,1,0.0,11.7
2950,3178,33,2,0.1,6.24
2951,236,8,2,0.2,8.24
2952,638,44,3,0.1,7.34
2953,3006,43,1,0.1,6.01
2954,4275,34,1,0.0,10.63
2955,2480,34,2,0.05,9.43
2956,3473,24,3,0.15,11.52
2957,525,2,4,0.15,7.95
2958,2791,8,4,0.2,13.48
2959,2371,25,3,0.1,9.45
2960,1285,30,3,0.2,10.35
2961,1636,32,4,0.0,12.59
2962,1724,30,2,0.1,7.5
2963,2447,7,1,0.15,8.36
2964,4433,48,4,0.0,7.39
2965,4215,24,3,0.0,12.91
2966,1582,9,3,0.2,6.88
2967,2461,16,1,0.2,10.4
2968,580,2,3,0.05,12.75
2969,3942,35,2,0.15,10.57
2970,196,34,3,0.15,10.58
2971,333,22,1,0.2,6.57
2972,3092,19,4,0.15,13.05
2973,4719,49,2,0.15,11.44
2974,658,21,3,0.0,12.01
2975,704,12,1,0.1,12.89
2976,4979,11,4,0.1,11.05
2977,1450,19,4,0.05,10.58
2978,1253,6,1,0.1,11.97
2979,524,42,4,0.15,14.1
2980,2265,14,4,0.0,11.75
2981,2423,33,4,0.1,13.09
2982,36,47,4,0.15,10.32
2983,776,38,1,0.15,11.31
2984,28,13,1,0.2,7.62
2985,86,26,3,0.2,10.4
2986,2236,14,3,0.1,7.34
2987,2353,45,2,0.2,10.2
2988,3494,24,4,0.15,6.58
2989,4282,48,4,0.15,11.19
2990,4654,1,2,0.2,8.58
2991,2557,46,1,0.0,13.57
2992,4313,45,1,0.2,9.39
2993,257,30,2,0.0,14.26
2994,3807,10,3,0.2,10.26
2995,1448,10,3,0.15,13.64
2996,4420,28,4,0.15,8.68
2997,2245,4,3,0.2,10.06
2998,4600,14,1,0.05,11.7
2999,3344,12,2,0.0,8.33
3000,694,38,2,0.05,11.92
3001,2066,47,2,0.15,8.6
3002,3601,37,3,0.0,10.36
3003,4221,10,2,0.2,6.21
3004,483,41,2,0.0,6.7
3005,3666,27,3,0.0,8.04
3006,3076,42,1,0.1,13.26
3007,2675,12,4,0.0,11.94
3008,2399,22,1,0.15,14.04
3009,351,4,3,0.05,14.14
3010,649,29,2,0.05,9.37
3011,3871,36,4,0.2,9.31
3012,228,45,1,0.1,13.52
3013,2064,14,4,0.05,9.84
3014,425,12,1,0.05,13.71
3015,2512,45,1,0.0,10.55
3016,4820,20,3,0.15,9.82
3017,1822,45,1,0.15,8.51
3018,4890,23,2,0.2,7.14
3019,4273,22,3,0.15,10.73
3020,2591,34,4,0.05,8.93
3021,2557,21,3,0.0,8.24
3022,1586,9,1,0.15,7.53
3023,1679,10,4,0.1,9.5
3024,4660,49,2,0.1,11.0
3025,2281,10,3,0.1,13.53
3026,3750,45,1,0.15,13.38
3027,2539,30,4,0.0,13.7
3028,1017,33,2,0.15,11.19
3029,444,2,2,0.05,11.04
3030,2068,49,3,0.15,14.15
3031,3683,32,4,0.1,8.6
3032,3799,45,1,0.1,7.31
3033,3628,17,4,0.0,6.74
3034,111,28,2,0.2,13.93
3035,2535,45,4,0.1,9.35
3036,89,17,3,0.1,10.49
3037,3391,14,4,0.2,13.23
3038,1942,10,4,0.15,9.36
3039,3311,34,3,0.1,13.81
3040,72,14,4,0.0,8.9
3041,822,17,3,0.15,12.59
3042,3471,37,3,0.15,12.01
3043,816,22,3,0.1,7.81
3044,404,18,2,0.15,7.12
3045,1699,35,4,0.15,7.0
3046,4347,48,3,0.0,11.86
3047,2917,18,1,0.15,6.12
3048,2043,30,1,0.1,11.95
3049,1954,37,2,0.1,13.04
3050,4964,40,3,0.2,8.72
3051,3294,6,3,0.05,12.71
3052,3703,15,2,0.2,7.49
3053,3254,35,4,0.0,14.64
3054,4992,26,3,0.0,8.09
3055,3802,41,3,0.1,10.4
3056,256,27,1,0.05,14.82
3057,1932,30,3,0.2,14.16
3058,1112,11,2,0.05,11.94
3059,873,24,1,0.1,9.32
3060,4588,14,2,0.15,12.3
3061,1562,23,2,0.1,10.14
3062,4729,9,3,0.1,6.98
3063,4458,42,4,0.05,13.16
3064,894,47,3,0.0,13.84
3065,2685,18,4,0.15,9.67
3066,1247,39,1,0.15,11.99
3067,747,19,2,0.0,6.27
3068,4054,5,2,0.05,7.78
3069,4086,18,3,0.05,11.13
3070,1007,33,4,0.0,8.47
3071,2741,44,2,0.2,14.5
3072,4311,38,2,0.05,13.53
3073,4323,13,4,0.0,11.9
3074,891,49,2,0.2,14.99
3075,2492,9,2,0.1,8.19
3076,2877,26,2,0.15,14.27
3077,1632,1,4,0.0,8.74
3078,3704,12,4,0.05,11.37
3079,2027,24,1,0.15,9.91
3080,4108,1,2,0.2,9.99
3081,3323,4,2,0.15,12.86
3082,742,7,1,0.0,9.13
3083,3009,28,4,0.1,10.57
3084,1977,37,4,0.2,7.91
3085,3663,5,3,0.2,12.87
3086,3801,39,4,0.2,10.97
3087,3572,32,3,0.15,8.3
3088,2912,49,1,0.1,8.39
3089,3085,31,4,0.0,8.64
3090,774,44,1,0.0,12.29
3091,2145,15,3,0.15,11.36
3092,993,3,2,0.0,13.4
3093,1839,49,2,0.0,11.14
3094,3814,46,1,0.1,8.76
3095,4908,47,2,0.15,14.67
3096,3322,47,1,0.15,13.97
3097,3843,15,3,0.2,8.51
3098,3254,43,2,0.0,14.21
3099,1876,18,3,0.05,12.48
3100,3238,21,4,0.1,9.73
3101,4,10,2,0.1,10.2
3102,165,21,2,0.05,10.02
3103,4440,26,2,0.2,13.17
3104,1898,41,1,0.05,7.58
3105,3241,3,4,0.05,6.53
3106,2568,1,4,0.2,10.49
3107,3508,21,4,0.05,8.61
3108,2560,11,3,0.2,11.08
3109,1339,16,4,0.0,14.8
3110,4638,35,1,0.2,12.04
3111,613,21,1,0.15,14.63
3112,4996,41,3,0.15,12.59
3113,1885,11,3,0.05,6.68
3114,4025,31,4,0.15,14.0
3115,3135,49,4,0.2,7.79
3116,1056,1,1,0.0,13.78
3117,1623,41,1,0.2,12.74
3118,3283,32,4,0.1,13.55
3119,2611,3,1,0.05,8.28
3120,3070,32,3,0.0,13.27
3121,1256,42,1,0.05,11.49
3122,2661,5,4,0.1,6.74
3123,4225,43,3,0.15,14.0
3124,1043,37,1,0.1,13.89
3125,4453,12,3,0.15,11.15
3126,1443,14,4,0.05,10.07
