order_id,customer_id,order_date,region_id,order_status,payment_method
1209,5,2024-01-19,4,Returned,Credit Card
1210,195,2023-04-07,6,Completed,PayPal
1211,954,2023-04-20,3,Completed,Debit
1212,283,2024-09-20,1,Completed,PayPal
1213,464,2024-10-28,1,Completed,PayPal
1214,113,2023-08-21,1,Completed,Debit
1215,271,2024-11-23,3,Completed,Debit
1216,163,2024-08-11,4,Cancelled,PayPal
1217,460,2023-05-24,5,Completed,Debit
1218,105,2023-05-02,2,Completed,Credit Card
1219,693,2023-06-21,4,Completed,Debit
1220,556,2023-11-16,3,Completed,Credit Card
1221,282,2024-09-11,6,Completed,Debit
1222,687,2024-03-17,3,Completed,Credit Card
1223,162,2024-02-12,1,Completed,Credit Card
1224,983,2024-02-19,4,Completed,PayPal
1225,351,2023-07-02,1,Completed,Debit
1226,434,2024-10-19,2,Completed,Debit
1227,852,2023-12-16,6,Completed,Debit
1228,140,2024-02-04,1,Completed,Credit Card
1229,471,2024-09-28,2,Returned,PayPal
1230,132,2024-08-13,3,Completed,Debit
1231,87,2024-05-07,1,Completed,PayPal
1232,688,2023-02-12,1,Returned,PayPal
1233,183,2023-07-06,5,Completed,Credit Card
1234,368,2024-12-15,6,Completed,Debit
1235,129,2024-05-22,6,Completed,PayPal
1236,246,2024-03-07,3,Completed,Debit
1237,601,2023-07-27,5,Returned,Debit
1238,578,2024-01-07,2,Completed,Debit
1239,670,2023-03-29,2,Completed,PayPal
1240,899,2024-04-23,3,Completed,Credit Card
1241,378,2023-08-22,6,Completed,Credit Card
1242,149,2024-12-28,2,Completed,PayPal
1243,985,2024-10-25,3,Completed,Debit
1244,852,2023-08-21,2,Completed,Debit
1245,433,2023-12-27,4,Completed,Credit Card
1246,628,2024-01-29,1,Returned,PayPal
1247,726,2024-04-29,6,Completed,PayPal
1248,469,2024-01-22,4,Completed,Credit Card
1249,446,2023-09-04,3,Completed,PayPal
1250,481,2024-08-08,3,Completed,PayPal
1251,884,2023-02-23,4,Completed,Credit Card
1252,294,2023-07-05,1,Completed,Credit Card
1253,765,2023-08-05,1,Cancelled,PayPal
1254,143,2023-10-07,5,Completed,PayPal
1255,250,2023-06-14,2,Completed,Credit Card
1256,878,2023-12-18,5,Completed,Credit Card
1257,948,2024-02-25,1,Completed,Debit
1258,975,2024-04-09,4,Completed,PayPal
1259,302,2023-02-22,2,Completed,PayPal
1260,25,2024-09-22,4,Completed,Credit Card
1261,789,2024-11-26,5,Returned,Credit Card
1262,984,2023-06-05,3,Completed,Debit
1263,889,2023-04-20,4,Completed,Debit
1264,890,2023-03-23,5,Completed,Credit Card
1265,901,2023-07-26,5,Completed,PayPal
1266,70,2023-10-11,5,Completed,Debit
1267,625,2023-10-04,3,Completed,Credit Card
1268,875,2023-05-17,3,Completed,Credit Card
1269,112,2023-08-12,3,Completed,Credit Card
1270,364,2023-12-13,2,Completed,PayPal
1271,303,2023-11-29,3,Completed,Credit Card
1272,471,2024-08-01,3,Completed,Credit Card
1273,964,2023-10-26,3,Completed,PayPal
1274,91,2023-07-20,4,Completed,Credit Card
1275,530,2024-08-04,3,Completed,Credit Card
1276,661,2024-04-30,2,Completed,Debit
1277,988,2024-11-12,5,Completed,Credit Card
1278,739,2023-11-19,4,Completed,PayPal
1279,726,2024-08-17,1,Completed,Debit
1280,872,2023-06-21,3,Completed,Credit Card
1281,663,2023-06-26,5,Completed,PayPal
1282,192,2024-03-31,5,Completed,Credit Card
1283,963,2023-12-11,4,Completed,Debit
1284,552,2023-08-03,1,Completed,PayPal
1285,242,2024-11-25,6,Completed,Debit
1286,138,2023-06-08,2,Completed,PayPal
1287,345,2023-11-14,6,Completed,PayPal
1288,180,2023-10-11,5,Completed,Credit Card
1289,712,2024-12-31,6,Completed,PayPal
1290,503,2024-02-21,5,Returned,PayPal
1291,203,2023-09-18,6,Completed,Credit Card
1292,573,2023-10-29,5,Completed,PayPal
1293,192,2024-03-21,5,Completed,PayPal
1294,5,2023-08-17,4,Completed,PayPal
1295,890,2023-12-20,1,Completed,PayPal
1296,237,2023-03-28,5,Completed,Credit Card
1297,693,2023-08-22,2,Returned,Credit Card
1298,311,2024-10-13,2,Completed,Debit
1299,549,2024-10-20,3,Completed,PayPal
1300,56,2024-09-26,5,Cancelled,Credit Card
1301,443,2023-06-18,5,Returned,PayPal
1302,237,2024-03-28,5,Completed,Credit Card
1303,870,2023-03-29,6,Completed,Debit
1304,861,2024-08-15,5,Completed,PayPal
1305,197,2023-04-12,5,Completed,Debit
1306,585,2024-09-16,2,Completed,Debit
1307,571,2024-02-07,1,Completed,Debit
1308,752,2024-10-09,1,Returned,Credit Card
1309,514,2024-09-22,3,Completed,PayPal
1310,449,2024-06-28,2,Completed,Credit Card
1311,360,2023-04-25,5,Completed,Credit Card
1312,700,2023-03-15,1,Completed,PayPal
1313,819,2024-11-27,4,Completed,PayPal
1314,30,2024-09-28,4,Completed,PayPal
1315,779,2023-06-13,4,Completed,PayPal
1316,988,2024-03-01,5,Completed,Credit Card
1317,108,2023-04-06,5,Completed,PayPal
1318,844,2023-11-17,3,Completed,PayPal
1319,935,2024-02-11,3,Completed,PayPal
1320,602,2024-05-12,3,Completed,Debit
1321,717,2023-09-01,6,Completed,PayPal
1322,891,2023-06-28,4,Completed,PayPal
1323,968,2024-08-26,5,Completed,Credit Card
1324,959,2024-05-16,4,Completed,Debit
1325,960,2023-06-29,3,Completed,Credit Card
1326,445,2023-04-29,5,Completed,Debit
1327,893,2023-12-21,2,Completed,Credit Card
1328,438,2024-03-02,1,Completed,Credit Card
1329,732,2024-03-10,1,Completed,PayPal
1330,890,2023-04-23,3,Completed,PayPal
1331,606,2024-11-02,4,Completed,Debit
1332,457,2023-11-13,2,Completed,Debit
1333,615,2024-02-17,5,Completed,Debit
1334,735,2023-10-28,4,Completed,PayPal
1335,698,2023-11-19,3,Completed,Credit Card
1336,981,2024-04-28,4,Returned,Debit
1337,696,2023-02-24,3,Completed,PayPal
1338,495,2023-12-08,6,Completed,PayPal
1339,674,2024-05-06,1,Completed,Credit Card
1340,247,2023-08-27,1,Completed,Credit Card
1341,543,2024-11-25,4,Completed,PayPal
1342,564,2024-04-13,2,Completed,Credit Card
1343,857,2024-07-22,5,Completed,Credit Card
1344,588,2024-01-02,3,Completed,PayPal
1345,897,2024-03-28,5,Completed,Debit
1346,439,2023-12-18,1,Completed,Debit
1347,278,2024-06-11,2,Completed,PayPal
1348,552,2024-09-09,2,Completed,Debit
1349,613,2023-07-13,5,Completed,PayPal
1350,111,2024-07-25,1,Completed,PayPal
1351,385,2023-07-15,5,Completed,Credit Card
1352,833,2024-12-29,4,Returned,Debit
1353,761,2024-08-19,2,Completed,PayPal
1354,191,2023-11-22,2,Completed,Debit
1355,490,2023-03-14,4,Returned,Debit
1356,694,2023-11-12,1,Completed,Debit
1357,426,2024-02-22,2,Completed,PayPal
1358,405,2023-06-18,6,Completed,Credit Card
1359,335,2023-08-06,6,Completed,Debit
1360,209,2024-04-06,6,Completed,PayPal
1361,22,2024-08-07,3,Completed,Debit
1362,678,2024-03-22,3,Completed,Credit Card
1363,611,2024-04-01,1,Completed,Debit
1364,208,2024-03-22,4,Completed,PayPal
1365,8,2023-02-26,5,Completed,Debit
1366,702,2024-02-06,1,Completed,Debit
1367,687,2024-02-20,5,Completed,Debit
1368,785,2023-03-28,1,Completed,Credit Card
1369,529,2023-10-11,3,Completed,Debit
1370,602,2024-10-26,6,Completed,PayPal
1371,653,2023-05-17,4,Completed,Debit
1372,657,2023-06-10,3,Completed,Debit
1373,166,2024-12-01,4,Cancelled,Debit
1374,849,2024-02-11,5,Completed,Credit Card
1375,496,2023-12-05,1,Completed,PayPal
1376,590,2023-05-02,2,Completed,Debit
1377,429,2024-02-28,2,Completed,PayPal
1378,774,2024-07-18,4,Completed,PayPal
1379,163,2023-05-21,6,Completed,Credit Card
1380,366,2024-08-14,6,Completed,PayPal
1381,526,2024-11-02,4,Completed,Debit
1382,239,2024-09-07,3,Completed,Credit Card
1383,72,2024-01-06,2,Completed,Credit Card
1384,445,2024-08-18,3,Completed,PayPal
1385,655,2024-01-22,5,Completed,Credit Card
1386,822,2023-07-18,2,Completed,PayPal
1387,509,2024-08-10,5,Completed,PayPal
1388,795,2024-04-27,1,Cancelled,Credit Card
1389,269,2023-05-16,3,Completed,Debit
1390,753,2023-06-30,4,Completed,PayPal
1391,415,2023-06-26,2,Completed,Credit Card
1392,245,2023-11-26,3,Completed,Credit Card
1393,675,2023-07-17,4,Completed,PayPal
1394,60,2024-11-07,1,Completed,PayPal
1395,6,2023-03-20,2,Completed,PayPal
1396,709,2024-10-30,5,Completed,PayPal
1397,982,2023-09-27,1,Completed,Debit
1398,570,2023-02-07,6,Completed,Debit
1399,817,2024-05-09,4,Completed,Debit
1400,407,2024-04-28,2,Completed,Debit
1401,217,2024-02-06,2,Completed,Credit Card
1402,930,2024-08-02,1,Completed,PayPal
1403,26,2024-06-01,2,Completed,Credit Card
1404,815,2023-08-30,4,Returned,Credit Card
1405,5,2023-07-15,1,Completed,Debit
1406,986,2023-06-05,5,Completed,Credit Card
1407,532,2024-01-03,1,Completed,Debit
1408,390,2023-08-11,1,Completed,PayPal
1409,710,2023-09-02,5,Completed,Debit
1410,571,2024-08-27,6,Completed,PayPal
1411,448,2023-12-25,4,Completed,Debit
1412,754,2024-02-16,6,Completed,Credit Card
1413,146,2024-12-04,6,Completed,Credit Card
1414,388,2024-08-31,6,Completed,Debit
1415,785,2023-09-27,3,Cancelled,PayPal
1416,249,2024-07-16,6,Completed,PayPal
1417,526,2024-12-31,3,Completed,Debit
1418,462,2023-04-23,5,Completed,Credit Card
1419,13,2024-01-29,4,Completed,PayPal
1420,903,2024-06-19,6,Completed,Debit
1421,384,2023-08-21,2,Completed,PayPal
1422,556,2024-06-18,5,Completed,Credit Card
1423,887,2024-11-05,3,Completed,PayPal
1424,399,2023-03-09,4,Completed,Debit
1425,19,2024-11-05,1,Completed,PayPal
1426,575,2024-09-11,4,Completed,PayPal
1427,491,2024-09-23,4,Completed,Credit Card
1428,751,2024-03-08,6,Completed,Credit Card
1429,419,2023-07-26,6,Completed,Credit Card
1430,337,2024-07-29,3,Returned,Credit Card
1431,419,2024-08-23,3,Completed,Debit
1432,915,2024-05-12,6,Completed,PayPal
1433,916,2023-08-20,6,Completed,PayPal
1434,612,2024-07-24,2,Completed,PayPal
1435,675,2024-07-31,2,Completed,PayPal
1436,928,2024-10-29,5,Completed,Debit
1437,122,2024-02-29,6,Completed,Credit Card
1438,432,2023-03-14,1,Cancelled,PayPal
1439,44,2024-09-19,2,Completed,PayPal
1440,872,2024-02-28,3,Returned,Credit Card
1441,920,2024-12-31,4,Completed,Credit Card
1442,317,2024-10-15,5,Completed,PayPal
1443,381,2024-04-16,2,Completed,Credit Card
1444,145,2024-10-09,4,Completed,PayPal
1445,327,2024-06-20,4,Completed,PayPal
1446,363,2023-12-17,2,Completed,PayPal
1447,50,2024-08-06,1,Completed,PayPal
1448,65,2023-09-03,1,Completed,PayPal
1449,355,2023-04-12,5,Completed,PayPal
1450,800,2024-08-21,1,Completed,Credit Card
1451,164,2023-09-24,5,Completed,Debit
1452,141,2023-11-08,3,Completed,Debit
1453,966,2024-10-09,2,Completed,PayPal
1454,826,2023-07-12,4,Returned,Credit Card
1455,128,2023-08-10,5,Completed,PayPal
1456,398,2023-02-09,1,Returned,Credit Card
1457,933,2023-04-01,5,Completed,PayPal
1458,880,2023-09-13,6,Completed,PayPal
1459,463,2024-12-31,5,Completed,Debit
1460,751,2024-09-04,1,Completed,Credit Card
1461,836,2023-11-14,6,Completed,Credit Card
1462,808,2023-07-19,6,Returned,Debit
1463,187,2023-04-03,1,Completed,Debit
1464,720,2024-01-15,6,Cancelled,Debit
1465,732,2024-04-17,2,Completed,Debit
1466,912,2023-02-14,4,Completed,Credit Card
1467,190,2023-07-14,2,Completed,Credit Card
1468,388,2024-03-26,2,Completed,Debit
1469,429,2024-07-04,1,Completed,PayPal
1470,858,2024-11-27,1,Cancelled,PayPal
1471,284,2024-08-01,4,Completed,PayPal
1472,864,2024-08-13,5,Cancelled,PayPal
1473,237,2024-09-19,2,Completed,Credit Card
1474,194,2023-02-28,6,Completed,Credit Card
1475,287,2024-04-21,4,Completed,Credit Card
1476,771,2023-08-27,2,Completed,PayPal
1477,758,2024-05-15,5,Completed,Debit
1478,136,2023-05-15,6,Returned,PayPal
1479,792,2024-04-01,2,Completed,Credit Card
1480,783,2023-05-12,3,Completed,PayPal
1481,171,2024-07-25,4,Completed,Debit
1482,159,2024-10-31,1,Completed,Debit
1483,201,2024-07-06,2,Completed,PayPal
1484,487,2023-05-17,6,Completed,Credit Card
1485,557,2024-12-10,6,Completed,Credit Card
1486,962,2023-11-04,4,Completed,Credit Card
1487,776,2023-04-06,4,Completed,PayPal
1488,583,2023-08-07,6,Completed,Credit Card
1489,504,2023-12-14,6,Completed,PayPal
1490,876,2023-06-18,6,Completed,Credit Card
1491,371,2024-01-09,2,Completed,Debit
1492,103,2023-05-16,6,Completed,Debit
1493,125,2024-07-30,1,Cancelled,Credit Card
1494,313,2024-02-15,6,Completed,PayPal
1495,976,2023-05-21,1,Completed,Credit Card
1496,995,2024-07-29,2,Completed,PayPal
1497,798,2024-01-20,4,Completed,Debit
1498,458,2023-12-14,1,Completed,PayPal
1499,230,2023-10-24,2,Completed,Credit Card
1500,658,2024-12-25,6,Completed,Debit
1501,882,2023-04-06,2,Returned,PayPal
1502,197,2023-12-30,6,Completed,PayPal
1503,885,2024-06-27,2,Returned,Debit
1504,733,2023-06-13,4,Returned,Credit Card
1505,423,2024-09-14,1,Completed,Debit
1506,572,2024-07-24,4,Completed,Credit Card
1507,610,2024-07-19,3,Completed,Credit Card
1508,171,2024-06-10,6,Completed,PayPal
1509,382,2024-10-13,1,Completed,Credit Card
1510,173,2024-10-11,4,Completed,Credit Card
1511,663,2024-11-18,1,Completed,Debit
1512,453,2024-02-04,3,Completed,Debit
1513,350,2024-11-12,5,Cancelled,Credit Card
1514,902,2023-05-10,6,Completed,PayPal
1515,952,2023-12-14,6,Completed,Debit
1516,634,2023-06-03,2,Completed,PayPal
1517,494,2023-12-17,6,Completed,Debit
1518,620,2024-09-15,6,Completed,Debit
1519,4,2024-06-09,4,Completed,Credit Card
1520,93,2024-05-02,6,Completed,Debit
1521,919,2024-07-06,6,Completed,Debit
1522,6,2024-07-04,3,Completed,PayPal
1523,288,2023-12-12,3,Completed,Debit
1524,618,2024-07-26,1,Completed,Debit
1525,146,2024-05-24,1,Completed,PayPal
1526,783,2023-02-20,6,Completed,Credit Card
1527,424,2024-08-13,6,Completed,Credit Card
1528,890,2023-06-10,2,Completed,Debit
1529,608,2023-11-20,1,Returned,Debit
1530,457,2023-06-12,4,Completed,PayPal
1531,741,2024-01-22,6,Completed,Credit Card
1532,202,2023-03-26,4,Returned,Credit Card
1533,212,2024-02-22,6,Returned,Credit Card
1534,6,2023-10-23,4,Completed,PayPal
1535,624,2023-09-03,5,Completed,PayPal
1536,376,2024-05-05,4,Completed,PayPal
1537,891,2024-05-03,1,Completed,Debit
1538,447,2023-03-15,6,Completed,Credit Card
1539,835,2024-09-08,1,Completed,Debit
1540,106,2023-11-05,4,Completed,Debit
1541,651,2023-06-10,3,Returned,PayPal
1542,811,2024-01-16,3,Completed,Credit Card
1543,401,2024-07-28,3,Completed,Debit
1544,96,2023-05-17,6,Returned,Credit Card
1545,388,2023-02-01,2,Completed,Debit
1546,959,2024-09-06,5,Completed,PayPal
1547,452,2024-04-07,4,Completed,Debit
1548,849,2023-12-03,2,Completed,PayPal
1549,809,2024-07-11,3,Completed,Credit Card
1550,979,2023-03-25,4,Completed,Debit
1551,901,2024-07-04,2,Completed,Debit
1552,416,2023-12-27,1,Returned,PayPal
1553,726,2024-08-11,3,Completed,PayPal
1554,504,2023-12-22,2,Completed,Credit Card
1555,454,2023-05-25,6,Completed,PayPal
1556,291,2023-06-27,1,Completed,Credit Card
1557,534,2023-07-16,3,Completed,Debit
1558,193,2024-02-14,5,Completed,Credit Card
1559,980,2023-06-19,3,Completed,Credit Card
1560,150,2024-10-21,6,Completed,Credit Card
1561,880,2023-11-26,5,Completed,Debit
1562,759,2023-11-03,5,Completed,Debit
1563,779,2023-07-28,5,Completed,PayPal
1564,973,2024-01-20,4,Completed,Credit Card
1565,763,2023-07-04,4,Completed,Debit
1566,515,2023-08-20,5,Completed,Credit Card
1567,393,2023-05-26,1,Completed,Credit Card
1568,316,2024-12-02,5,Completed,Credit Card
1569,76,2024-08-07,2,Completed,Debit
1570,599,2023-04-09,5,Completed,Credit Card
1571,270,2024-04-20,4,Returned,Credit Card
1572,225,2024-04-20,4,Completed,PayPal
1573,530,2023-12-23,2,Completed,Credit Card
1574,113,2024-09-24,2,Completed,PayPal
1575,251,2024-10-15,3,Completed,Credit Card
1576,233,2024-01-25,1,Completed,PayPal
1577,841,2023-06-25,1,Completed,Debit
1578,791,2023-11-02,1,Cancelled,Debit
1579,714,2024-06-23,6,Completed,Credit Card
1580,83,2023-07-29,4,Completed,PayPal
1581,125,2024-05-22,1,Completed,Debit
1582,175,2024-03-20,3,Completed,Credit Card
1583,69,2023-07-03,3,Completed,Credit Card
1584,47,2023-05-15,1,Completed,PayPal
1585,884,2023-04-16,2,Completed,PayPal
1586,256,2023-06-08,3,Completed,Credit Card
1587,727,2024-11-27,2,Completed,PayPal
1588,30,2024-08-21,4,Completed,PayPal
1589,281,2024-01-11,6,Completed,Debit
1590,924,2024-07-15,3,Completed,PayPal
1591,994,2023-07-09,2,Completed,Credit Card
1592,237,2024-07-22,1,Completed,PayPal
1593,248,2024-04-01,4,Completed,Credit Card
1594,368,2024-12-12,5,Completed,Credit Card
1595,495,2023-02-23,5,Completed,PayPal
1596,25,2023-03-19,1,Returned,PayPal
1597,586,2024-07-09,4,Completed,PayPal
1598,718,2023-06-24,4,Completed,Debit
1599,490,2024-09-07,4,Returned,Debit
1600,494,2024-11-29,4,Completed,PayPal
1601,314,2024-09-11,5,Completed,Credit Card
1602,606,2024-03-25,2,Completed,PayPal
1603,375,2024-12-12,4,Completed,Debit
1604,639,2023-04-26,2,Completed,Debit
1605,937,2024-03-22,4,Completed,PayPal
1606,25,2024-12-25,3,Completed,Credit Card
1607,334,2024-05-27,6,Returned,Credit Card
1608,355,2024-05-01,3,Completed,Debit
1609,116,2023-11-24,6,Completed,Debit
1610,48,2023-05-23,3,Completed,Debit
1611,738,2023-09-18,4,Completed,Credit Card
1612,778,2023-05-07,2,Returned,Debit
1613,99,2024-12-11,6,Completed,Debit
1614,459,2024-02-13,5,Completed,Credit Card
1615,523,2023-07-06,1,Completed,Debit
1616,597,2024-03-27,6,Completed,Debit
1617,405,2023-05-16,6,Completed,PayPal
1618,214,2023-12-27,5,Completed,Debit
1619,685,2024-04-14,4,Completed,PayPal
1620,903,2023-06-12,3,Completed,Debit
1621,503,2024-02-17,3,Completed,Debit
1622,721,2023-06-18,2,Completed,PayPal
1623,448,2023-10-28,4,Completed,Debit
1624,894,2024-08-03,5,Returned,PayPal
1625,576,2024-03-02,4,Completed,Debit
1626,258,2024-08-10,4,Completed,PayPal
1627,844,2024-05-09,3,Completed,PayPal
1628,121,2024-12-06,5,Completed,Debit
1629,810,2024-04-25,1,Completed,Debit
1630,978,2023-12-28,6,Returned,PayPal
1631,54,2023-10-11,3,Completed,Credit Card
1632,331,2024-12-12,5,Cancelled,Debit
1633,784,2023-11-12,2,Completed,Debit
1634,241,2023-11-01,6,Completed,Credit Card
1635,755,2023-02-20,6,Completed,Credit Card
1636,530,2023-09-27,3,Completed,PayPal
1637,483,2023-10-28,2,Completed,Debit
1638,187,2024-03-24,3,Completed,PayPal
1639,858,2023-12-07,4,Completed,Debit
1640,656,2023-03-03,5,Completed,Credit Card
1641,262,2023-05-15,2,Completed,PayPal
1642,953,2024-12-13,6,Completed,Debit
1643,364,2023-08-05,3,Completed,Debit
1644,491,2023-06-08,6,Completed,Credit Card
1645,431,2023-08-29,2,Completed,Credit Card
1646,239,2024-03-20,6,Completed,Debit
1647,304,2023-11-08,3,Completed,Credit Card
1648,298,2023-10-11,3,Completed,Credit Card
1649,76,2023-02-19,1,Completed,PayPal
1650,700,2023-06-16,6,Completed,Debit
1651,333,2023-09-11,1,Completed,PayPal
1652,900,2023-02-03,1,Completed,Credit Card
1653,999,2023-09-24,6,Completed,Debit
1654,758,2024-05-10,2,Returned,Credit Card
1655,642,2023-09-16,4,Completed,Credit Card
1656,474,2024-11-15,3,Completed,Debit
1657,827,2024-06-13,5,Completed,Credit Card
1658,923,2024-07-05,1,Completed,PayPal
1659,283,2024-12-08,2,Completed,Debit
1660,591,2023-06-19,6,Returned,Credit Card
1661,72,2023-11-03,2,Returned,Credit Card
1662,263,2023-11-18,2,Completed,Credit Card
1663,703,2023-03-25,6,Completed,Debit
1664,879,2024-12-18,5,Completed,PayPal
1665,887,2023-05-21,6,Completed,Credit Card
1666,942,2024-11-09,5,Completed,Credit Card
1667,575,2023-02-04,6,Completed,Credit Card
1668,1000,2024-11-28,1,Completed,Debit
1669,892,2024-12-15,5,Completed,Credit Card
1670,12,2023-03-19,1,Completed,Credit Card
1671,141,2023-05-05,5,Completed,Credit Card
1672,766,2024-08-13,5,Completed,Debit
1673,555,2023-09-01,6,Completed,PayPal
1674,17,2024-04-11,5,Completed,Debit
1675,63,2024-06-22,1,Completed,PayPal
1676,253,2024-11-12,6,Returned,PayPal
1677,465,2023-08-24,3,Returned,Debit
1678,376,2024-02-16,1,Completed,Credit Card
1679,804,2023-04-14,3,Completed,PayPal
1680,981,2024-06-30,2,Completed,Credit Card
1681,520,2023-04-17,6,Completed,PayPal
1682,837,2023-04-18,2,Completed,Credit Card
1683,90,2024-03-16,6,Completed,Credit Card
1684,720,2024-10-06,6,Completed,Debit
1685,804,2023-05-17,1,Completed,Credit Card
1686,796,2024-08-04,3,Completed,PayPal
1687,630,2024-05-21,6,Completed,Credit Card
1688,861,2023-11-02,3,Cancelled,Credit Card
1689,175,2023-04-29,6,Completed,Credit Card
1690,76,2023-04-18,3,Completed,PayPal
1691,613,2023-04-18,2,Completed,PayPal
1692,926,2024-04-17,1,Returned,PayPal
1693,663,2024-07-24,6,Completed,Credit Card
1694,400,2023-10-03,4,Completed,Debit
1695,782,2024-08-31,3,Completed,PayPal
1696,970,2024-02-17,3,Completed,Credit Card
1697,71,2024-08-23,4,Completed,PayPal
1698,180,2023-06-22,1,Completed,Debit
1699,124,2024-02-03,3,Completed,Credit Card
1700,381,2023-04-25,1,Completed,PayPal
1701,293,2023-06-23,3,Completed,PayPal
1702,797,2024-01-18,5,Completed,Debit
1703,195,2024-07-29,3,Completed,PayPal
1704,911,2023-07-02,5,Completed,Credit Card
1705,228,2023-07-08,6,Completed,Credit Card
1706,431,2024-04-21,1,Completed,Debit
1707,942,2024-11-14,3,Completed,Debit
1708,436,2023-11-30,2,Completed,Debit
1709,787,2024-10-16,2,Completed,Credit Card
1710,461,2024-11-17,4,Completed,Debit
1711,618,2024-04-25,2,Completed,PayPal
1712,21,2023-09-12,5,Completed,PayPal
1713,64,2023-03-15,2,Completed,Credit Card
1714,165,2023-10-22,2,Completed,PayPal
1715,27,2023-02-03,2,Completed,Debit
1716,311,2024-10-29,3,Completed,PayPal
1717,285,2023-10-26,4,Completed,Debit
1718,660,2024-09-18,1,Completed,PayPal
1719,281,2023-02-16,4,Completed,Credit Card
1720,838,2023-12-31,5,Completed,Debit
1721,831,2024-05-09,3,Completed,PayPal
1722,164,2023-03-31,6,Completed,Credit Card
1723,898,2023-07-27,3,Completed,PayPal
1724,918,2023-04-04,2,Completed,Credit Card
1725,224,2024-08-14,2,Completed,PayPal
1726,784,2023-12-04,5,Completed,Debit
1727,146,2023-10-04,6,Completed,Debit
1728,965,2023-11-16,3,Completed,Debit
1729,950,2023-12-29,6,Completed,Debit
1730,868,2024-07-11,1,Completed,Debit
1731,30,2023-10-13,4,Returned,PayPal
1732,45,2024-09-26,3,Completed,PayPal
1733,787,2024-06-24,6,Completed,PayPal
1734,471,2024-09-28,1,Completed,PayPal
1735,34,2024-05-08,1,Completed,Debit
1736,653,2023-08-18,4,Cancelled,Credit Card
1737,427,2023-10-29,1,Completed,Debit
1738,830,2024-08-11,5,Cancelled,PayPal
1739,886,2023-04-05,1,Completed,Debit
1740,221,2023-09-18,6,Completed,Debit
1741,868,2023-10-07,5,Completed,Debit
1742,534,2023-10-04,1,Completed,Credit Card
1743,692,2024-09-09,2,Completed,Debit
1744,948,2023-07-07,1,Completed,Debit
1745,367,2024-08-17,5,Completed,Credit Card
1746,932,2023-04-29,1,Completed,Debit
1747,841,2023-12-10,1,Completed,Debit
1748,743,2023-04-07,1,Completed,Debit
1749,915,2024-11-23,5,Completed,Debit
1750,550,2023-02-20,1,Cancelled,Debit
1751,582,2023-03-05,4,Completed,PayPal
1752,116,2024-08-11,6,Completed,Debit
1753,239,2023-04-14,4,Completed,Credit Card
1754,335,2024-01-09,5,Cancelled,Debit
1755,441,2023-06-13,2,Completed,PayPal
1756,148,2023-03-27,4,Completed,Credit Card
1757,9,2023-04-02,6,Completed,Credit Card
1758,288,2024-07-04,3,Returned,Debit
1759,388,2023-10-30,6,Completed,PayPal
1760,50,2023-10-04,4,Completed,Debit
1761,850,2023-07-26,3,Completed,PayPal
1762,517,2024-10-20,5,Completed,PayPal
1763,916,2023-12-14,6,Completed,Debit
1764,855,2024-11-23,2,Completed,PayPal
1765,638,2023-06-11,3,Completed,Debit
1766,587,2023-05-13,3,Completed,PayPal
1767,677,2023-12-07,6,Completed,Credit Card
1768,278,2023-11-19,4,Completed,Debit
1769,954,2024-06-09,3,Completed,PayPal
1770,836,2024-01-27,5,Returned,Credit Card
1771,989,2024-01-04,6,Completed,Credit Card
1772,300,2024-09-01,5,Completed,Credit Card
1773,802,2023-02-10,6,Completed,Credit Card
1774,589,2023-03-21,5,Completed,Debit
1775,810,2024-06-01,4,Cancelled,PayPal
1776,649,2024-10-15,6,Returned,Credit Card
1777,618,2023-12-18,2,Completed,PayPal
1778,607,2024-08-22,4,Completed,PayPal
1779,135,2024-10-17,5,Completed,PayPal
1780,580,2023-06-13,6,Completed,Debit
1781,147,2024-09-05,4,Completed,Debit
1782,490,2023-04-24,5,Completed,Credit Card
1783,478,2023-03-29,1,Completed,PayPal
1784,159,2024-02-11,1,Completed,Debit
1785,384,2024-01-15,3,Completed,Debit
1786,163,2023-10-29,2,Completed,Debit
1787,441,2024-05-28,1,Returned,Credit Card
1788,853,2023-05-22,5,Completed,Debit
1789,189,2023-04-17,4,Completed,PayPal
1790,415,2023-07-08,6,Completed,Debit
1791,339,2024-07-16,4,Completed,Debit
1792,607,2024-11-04,3,Completed,Credit Card
1793,181,2023-12-26,4,Completed,PayPal
1794,288,2023-06-02,1,Completed,Debit
1795,834,2023-03-13,4,Completed,PayPal
1796,187,2023-07-17,1,Returned,PayPal
1797,884,2024-11-03,1,Returned,Debit
1798,138,2023-02-23,2,Completed,Credit Card
1799,130,2023-11-06,3,Cancelled,PayPal
1800,194,2024-05-14,5,Completed,Debit
1801,316,2024-03-06,1,Completed,PayPal
1802,984,2023-02-09,6,Completed,PayPal
1803,785,2023-02-13,3,Completed,PayPal
1804,864,2023-03-24,5,Completed,Debit
1805,144,2023-08-28,6,Completed,PayPal
1806,16,2024-08-03,4,Completed,PayPal
1807,302,2024-10-04,3,Completed,Credit Card
1808,423,2024-03-08,6,Returned,Debit
1809,245,2023-08-10,3,Returned,Debit
1810,927,2023-03-23,3,Completed,PayPal
1811,107,2024-02-28,4,Completed,Credit Card
1812,88,2024-11-14,4,Completed,PayPal
1813,129,2024-12-11,3,Completed,PayPal
1814,907,2024-10-13,6,Completed,Debit
